gene_symbol,meanTumor,meanControl,pvalue,log2FC
TMED9,8.143941821,8.259463389,0.072709273,-0.115521568
B4GALT7,5.018368795,5.446318329,0.019843317,-0.427949534
FAM153A,0,0,1,0
LOC728554,0.741939168,0.677208871,0.811204291,0.064730297
OR1X5P,0,0,1,0
PROP1,0,0,1,0
FAM153CP,0,0.036849188,0.422649731,-0.036849188
RPL19P9,0.437232333,0.90552208,0.122359334,-0.468289746
N4BP3,0.923924127,1.103793803,0.357857641,-0.179869677
RMND5B,5.279553851,5.329808742,0.215585656,-0.050254891
NHP2,6.639950262,6.773062615,0.153118365,-0.133112353
LOC645853,0,0,1,0
GMCL2,0,0,1,0
HNRNPAB,8.65406688,8.637070955,0.647330612,0.016995925
PHYKPL,4.575644969,4.737600075,0.263782758,-0.161955106
COL23A1,0,0,1,0
RN7SL646P,0,0,1,0
CLK4,4.693436461,4.231199335,0.015348706,0.462237126
RN7SKP70,0.105591426,0.041039123,0.614410949,0.064552302
ZNF354A,4.045681806,3.590047029,0.045591243,0.455634777
AACSP1,0,0.280204299,0.026080767,-0.280204299
LOC100129457,0,0,1,0
ZNF354B,3.530992031,2.976973959,0.052572842,0.554018072
RNU1-39P,0,0,1,0
ZFP2,0.241395716,0.38619601,0.374421515,-0.144800294
ZNF454,0.105591426,0,0.422649731,0.105591426
GRM6,0,0,1,0
LOC100288803,0,0,1,0
ZNF879,2.647278842,2.4877186,0.437587763,0.159560243
ZNF354C,3.919906835,3.512060441,0.021422895,0.407846394
ADAMTS2,6.743414716,6.957688799,0.000208144,-0.214274083
LOC100289470,0,0,1,0
RUFY1,4.863861161,4.796819924,0.462005991,0.067041237
RUFY1-AS1,0,0.032677999,0.422649731,-0.032677999
HNRNPH1,7.710353509,7.772512271,0.32078801,-0.062158762
C5orf60,0,0,1,0
CBY3,0,0,1,0
CANX,8.904995157,8.875044109,0.121496003,0.029951049
MAML1,2.928664204,3.290079597,0.064691689,-0.361415393
LTC4S,0.037832386,0,0.422649731,0.037832386
MGAT4B,6.637433115,6.86759359,0.013256499,-0.230160476
MIR1229,0,0,1,0
SQSTM1,7.497288429,7.879081997,0.00230067,-0.381793568
MRNIP,1.90761131,2.271540154,0.200130613,-0.363928844
LOC100996419,0,0.06327605,0.422649731,-0.06327605
TBC1D9B,6.516535163,6.746405531,0.014797509,-0.229870368
RNF130,5.121611714,5.032082262,0.350048402,0.089529452
RPS15AP18,0,0,1,0
MIR340,0,0.036849188,0.422649731,-0.036849188
RASGEF1C,0.179449951,0.309679803,0.525541393,-0.130229852
RPS8P7,0,0,1,0
MAPK9,6.17751092,6.101003731,0.604800639,0.076507189
GFPT2,6.411765872,6.895841945,0.000306785,-0.484076074
RNU6-525P,0,0,1,0
CNOT6,7.356629879,6.997082418,0.013207274,0.359547461
SCGB3A1,0,0,1,0
FLT4,2.269091423,2.688925624,0.081138452,-0.419834201
LOC100420514,0,0,1,0
OR2AI1P,0,0,1,0
RNU1-17P,0,0,1,0
OR2Y1,0,0,1,0
MGAT1,7.535250458,7.585739711,0.398979938,-0.050489252
HEIH,3.609612762,3.852705246,0.185806246,-0.243092484
LINC00847,2.400191253,2.76363753,0.04364088,-0.363446277
ZFP62,5.022824466,4.964309148,0.513519031,0.058515317
BTNL8,0,0,1,0
BTNL3,0,0,1,0
RNU6-1036P,0,0,1,0
BTNL9,0.075056475,0,0.183530233,0.075056475
MIR8089,0,0,1,0
RPL13P10,0,0,1,0
FOXO1B,0,0,1,0
LOC729707,0,0,1,0
OR2V1,0,0,1,0
OR2V2,0,0,1,0
LINC01962,0,0,1,0
TRIM7,3.760738963,3.979334484,0.313921838,-0.218595521
TRIM41,5.762022346,6.084120553,0.007938947,-0.322098208
MIR4638,0,0,1,0
RACK1,10.29717142,10.45015842,0.024897462,-0.152986996
SNORD96A,0,0,1,0
SNORD95,0,0,1,0
CTC-338M12.4,2.741466426,2.722039323,0.878672474,0.019427103
TRIM52,3.863002557,3.782580599,0.686475323,0.080421958
TRIM52-AS1,2.298226051,2.837511894,0.041288796,-0.539285843
RNU6-705P,0.037224089,0,0.422649731,0.037224089
OR4F3,0,0,1,0
RPL23AP45,0,0,1,0
OR4F1P,0,0,1,0
LOC285766,0,0,1,0
DUSP22,4.240564363,4.232837163,0.95915496,0.0077272
IRF4,0,0.041039123,0.422649731,-0.041039123
EXOC2,6.036070035,5.91698949,0.085892137,0.119080545
HUS1B,0,0,1,0
LOC100421511,0,0,1,0
FOXQ1,2.746161943,2.579210569,0.68430364,0.166951374
FOXF2,3.445804482,3.456703317,0.888243422,-0.010898836
MIR6720,0.072904334,0.036849188,0.689195012,0.036055146
RN7SL352P,0,0,1,0
FOXC1,2.418366751,1.67479664,0.016339773,0.74357011
GMDS,3.809824267,3.711593926,0.52505671,0.09823034
LINC01600,0,0.06327605,0.422649731,-0.06327605
MYLK4,0.177364118,0.342834595,0.246520262,-0.165470477
WRNIP1,5.985313515,6.087717329,0.052572479,-0.102403813
SERPINB1,3.921656289,4.018969982,0.5122683,-0.097313693
MIR4645,0,0.036849188,0.422649731,-0.036849188
SERPINB9,3.818893801,4.151855914,0.011097434,-0.332962113
SERPINB6,7.166377431,7.461877309,0.001500141,-0.295499877
LINC01011,0.721555593,0.88965067,0.613687333,-0.168095077
NQO2,4.684195658,5.009151805,0.04294964,-0.324956146
SERPINB8P1,0,0,1,0
RIPK1,6.510419561,6.572661384,0.191675317,-0.062241823
RNA5SP201,0,0,1,0
BPHL,3.401456725,3.866934623,0.020796353,-0.465477899
TUBB2A,5.866531657,5.971970876,0.034601796,-0.105439219
TUBB2BP1,0,0.185917725,0.287153672,-0.185917725
LINC02525,0,0,1,0
TUBB2B,5.652740053,6.1374794,0.002561987,-0.484739347
PSMG4,3.962393521,3.992257954,0.800287148,-0.029864433
SLC22A23,3.803501581,4.459697504,0.003163011,-0.656195923
LOC100507336,0,0.069527187,0.184968847,-0.069527187
PXDC1,5.485446677,5.382492655,0.225932981,0.102954022
FAM50B,0,0,1,0
FAM50B,2.959321049,3.332085089,0.133683514,-0.37276404
RPS25P7,0.0381988,0,0.422649731,0.0381988
PRPF4B,7.117043369,6.745926988,0.000575068,0.371116381
FAM217A,0,0,1,0
C6orf201,0.207115847,0.370130772,0.489246517,-0.163014924
ECI2,7.227960339,7.344080712,0.050271243,-0.116120373
ECI2-DT,0.773761447,0.484395955,0.264551927,0.289365492
LOC101927888,0.037832386,0.032677999,0.922941417,0.005154387
RNA5SP202,0,0,1,0
KU-MEL-3,0,0.177179034,0.214924079,-0.177179034
PSMC1P11,0,0,1,0
CDYL,5.607771253,5.547148432,0.551637379,0.060622821
RPS18P8,0,0,1,0
RPP40,4.094890221,3.867769398,0.313319154,0.227120823
LYRM4-AS1,0.857800659,0.972981325,0.630935326,-0.115180666
LOC442155,0.348758778,0.163117795,0.479996453,0.185640983
PPP1R3G,3.352011177,3.552159502,0.202118443,-0.200148325
LYRM4,5.135101782,5.241996223,0.069660585,-0.106894441
MIR3691,0,0,1,0
FARS2,3.865720938,3.880544079,0.857895213,-0.014823141
LOC101927972,0,0,1,0
LOC101927950,0,0,1,0
RPL34P16,0,0,1,0
RN7SL221P,0,0,1,0
NRN1,0.21667404,0.367077808,0.400988129,-0.150403768
F13A1,0,0,1,0
MIR7853,0,0,1,0
MIR5683,0,0,1,0
LY86-AS1,0,0,1,0
SNAPC5P1,0,0,1,0
LY86,0,0,1,0
RN7SL554P,0,0,1,0
RREB1,5.715422079,5.903439452,0.108032257,-0.188017373
SSR1,8.145569159,7.701414123,0.010782958,0.444155037
CAGE1,0,0.032677999,0.422649731,-0.032677999
RPS3P4,0.144378003,0.341642252,0.158178372,-0.197264248
RIOK1,4.724406648,4.64465612,0.415917516,0.079750528
HNRNPLP1,0.037832386,0.100125239,0.410069948,-0.062292853
DSP,6.979398505,6.929805973,0.599189077,0.049592533
SNRNP48,5.693243602,5.227150967,0.011850823,0.466092635
RPL29P1,0,0.041039123,0.422649731,-0.041039123
BMP6,0.240394493,0.347104408,0.564950559,-0.106709916
TXNDC5,1.813815062,2.440805212,0.047798073,-0.62699015
BLOC1S5-TXNDC5,0,0,1,0
BLOC1S5,4.12974828,3.904000723,0.008037613,0.225747557
EEF1E1,3.337744584,2.386112963,0.032051312,0.951631621
SLC35B3,4.380235705,4.060805518,0.010108381,0.319430187
LOC100506207,0.146489731,0.265501857,0.427822164,-0.119012126
RPL7AP36,0,0,1,0
RPL21P62,0,0,1,0
RNU6ATAC21P,0,0,1,0
TFAP2A,6.992815323,6.589260963,0.031085433,0.403554359
TFAP2A-AS2,0.913130394,0.875005596,0.906713676,0.038124798
MIR5689HG,0.172043899,0.135703263,0.821988547,0.036340636
MIR5689,0,0,1,0
GCNT2,0,0,1,0
LOC100422564,0,0,1,0
RPL21P63,0,0,1,0
GCNT2P1,0,0,1,0
C6orf52,0.076031186,0,0.183512901,0.076031186
PAK1IP1,4.42443964,4.056499204,0.020720559,0.367940436
TMEM14C,5.448506057,5.862691158,0.0358685,-0.414185102
TMEM14B,5.716392162,5.491416007,0.042831314,0.224976154
RNA5SP203,0,0,1,0
MAK,0.574983374,0.938229381,0.322296635,-0.363246007
GCM2,0,0,1,0
SYCP2L,0.55306299,0.348051238,0.423053608,0.205011752
ELOVL2,6.205187792,5.671092289,0.013947037,0.534095503
ELOVL2-AS1,1.101367536,0.469132185,0.124038449,0.632235351
SMIM13,5.338208558,4.927217408,0.020289639,0.410991151
ERVFRD-1,0,0,1,0
NEDD9,3.739061501,3.851643604,0.38735275,-0.112582103
RNU1-64P,0,0,1,0
THAP12P5,0,0,1,0
TMEM170B,3.070389752,1.776515811,2.21E-05,1.293873941
ADTRP,1.018976123,1.18020454,0.313136069,-0.161228417
LOC101928253,0,0,1,0
HIVEP1,5.157127233,5.35233252,0.241793371,-0.195205287
EDN1,2.323985111,2.053201224,0.17009504,0.270783887
SUMO2P12,0,0,1,0
RN7SKP293,0,0,1,0
RPL15P3,1.255225428,1.437770264,0.304556797,-0.182544835
LINC02530,0,0,1,0
PHACTR1,2.178616836,3.117646139,0.025486253,-0.939029303
LOC100130357,0.418053584,0.409407728,0.964453619,0.008645857
TBC1D7,4.176313657,4.337128507,0.259843796,-0.16081485
GFOD1,4.34446905,4.571585651,0.004290957,-0.227116601
RPS4XP7,0,0.036849188,0.422649731,-0.036849188
RN7SKP204,0,0,1,0
SIRT5,3.517994555,3.516022476,0.981933699,0.001972079
NOL7,6.641659758,6.73081499,0.162492203,-0.089155232
RANBP9,6.603648622,6.363612635,0.01012347,0.240035987
MCUR1,5.710559253,5.432657029,0.030748552,0.277902224
RNF182,2.524277379,2.368957057,0.373273067,0.155320322
MRPL35P1,0,0,1,0
CD83,3.173309433,2.623717558,0.009506999,0.549591875
RNU7-133P,0,0,1,0
LINC01108,0,0,1,0
RNU6-793P,0,0,1,0
RPL6P17,0,0,1,0
RN7SL332P,0,0,1,0
JARID2,4.863498216,4.610729413,0.039590732,0.252768803
JARID2-AS1,0.037224089,0.209849878,0.306521072,-0.172625789
RNU6-522P,0,0,1,0
RNU6-645P,0,0,1,0
DTNBP1,4.478743716,4.422339184,0.344989495,0.056404532
MYLIP,3.638182604,3.756033289,0.529980792,-0.117850685
MIR4639,0,0,1,0
RNU6-1114P,0,0,1,0
GMPR,4.343143698,4.564003001,0.081700991,-0.220859303
ATXN1,6.876584484,6.685540125,0.016702635,0.191044359
STMND1,0.492543865,0.61224342,0.197211689,-0.119699555
RBM24,2.408903182,2.068555294,0.086429346,0.340347888
CAP2,6.148212112,5.824868682,0.00966367,0.323343429
SUMO2P13,0,0,1,0
FAM8A1,5.611356898,4.87474501,0.000405955,0.736611887
NUP153,7.870864598,7.72525769,0.100638214,0.145606909
RNU6-190P,0,0,1,0
NUP153-AS1,2.659975933,3.217546522,0.051443095,-0.557570588
RNA5SP204,0,0,1,0
KIF13A,7.082420802,7.148331188,0.149168664,-0.065910386
RPS12P12,0,0,1,0
NHLRC1,1.63650202,1.34216491,0.115241884,0.29433711
TPMT,6.186353018,5.674458409,0.000119886,0.511894609
KDM1B,5.481723473,5.057795338,0.012690659,0.423928135
DEK,9.451775682,8.655492481,0.000130839,0.7962832
RNU6-263P,0,0,1,0
DDX18P3,0,0,1,0
RNF144B,5.098883502,4.896309062,0.10475241,0.20257444
MIR548A1,0,0,1,0
RPL21P61,0,0,1,0
LNC-LBCS,1.093755555,0.814405709,0.38789042,0.279349846
RPL5P20,0,0,1,0
RNA5SP205,0,0,1,0
KRT18P38,0,0,1,0
RNU6-801P,0,0,1,0
ID4,4.371700958,4.004834164,0.00972192,0.366866794
MBOAT1,3.384385219,3.103493814,0.149972169,0.280891404
E2F3,5.867888226,5.677986662,0.083107363,0.189901564
E2F3-IT1,0,0.036849188,0.422649731,-0.036849188
RNU6-141P,0,0,1,0
CDKAL1,4.869335432,4.87799245,0.902746807,-0.008657019
RNU6-150P,0,0,1,0
LINC00581,0,0,1,0
SOX4,4.964320217,4.649254524,0.060288682,0.315065693
BOLA2P3,0,0,1,0
PRL,0,0,1,0
HDGFL1,0,0,1,0
RPL6P18,0,0,1,0
RNU6-1060P,0,0,1,0
NRSN1,0,0.032677999,0.422649731,-0.032677999
DCDC2,4.632157992,3.992299866,0.015500359,0.639858126
KAAG1,0.355843673,0,0.185217012,0.355843673
RNU6-391P,0,0,1,0
MRS2,5.583076769,5.242806271,0.016075186,0.340270498
GPLD1,0.492041121,0.343231652,0.387809645,0.148809469
ALDH5A1,3.909467998,4.075796308,0.099059186,-0.166328311
KIAA0319,0.838489055,0.655263749,0.544745965,0.183225306
KRT8P43,0,0,1,0
TDP2,6.179951232,5.730747686,0.008336529,0.449203546
ACOT13,4.451091771,4.267858634,0.25317126,0.183233137
C6orf62,8.726559893,8.334938741,0.0008722,0.391621152
LINC02828,0,0,1,0
GMNN,6.304910423,6.340895682,0.455844379,-0.035985259
ARMH2,0.037832386,0,0.422649731,0.037832386
RIPOR2,2.943198138,2.596859336,0.114498391,0.346338802
MTCO2P33,0,0,1,0
ASS1P1,0.037224089,0,0.422649731,0.037224089
RN7SL334P,0,0,1,0
CMAHP,2.080169441,2.065783604,0.94411919,0.014385838
KATNBL1P5,0,0,1,0
RPL21P68,0,0,1,0
CARMIL1,5.918956859,5.530455829,0.000973918,0.38850103
RNU6-987P,0,0,1,0
SCGN,0,0,1,0
H2AC1,0,0,1,0
H2BC1,0,0,1,0
SLC17A4,0,0,1,0
SLC17A1,0,0,1,0
SLC17A3,0,0,1,0
H2BP5,0,0,1,0
SLC17A2,0,0,1,0
TRIM38,5.641744858,5.754028784,0.293155919,-0.112283926
H1-1,0.037224089,0.554257996,0.053487526,-0.517033907
H3C1,0.162632504,0.244512458,0.686604797,-0.081879954
H4C1,0.788518026,1.084592486,0.35002885,-0.29607446
H4C2,0.375400957,0.071074635,0.286154047,0.304326323
H2AC4,0.174615048,0.119186133,0.762520545,0.055428914
H2BC3,0,0.032677999,0.422649731,-0.032677999
H1-2,4.297598094,4.412490257,0.200693383,-0.114892164
HFE,4.77522006,4.774026354,0.988361345,0.001193706
H4C3,0.842532525,1.39675024,0.264024757,-0.554217714
H1-6,0,0,1,0
H2BC4,1.293803919,1.126759013,0.485324851,0.167044907
H2AC6,3.268472528,2.660819203,0.040225885,0.607653325
H1-4,1.048747054,1.864693629,0.058094871,-0.815946575
H2BC5,2.314374983,2.324417062,0.959483549,-0.010042079
H2BC6,0.576443278,0.772536378,0.638450925,-0.196093101
H4C4,0.177364118,0.150752172,0.855830243,0.026611946
H3C4,0,0,1,0
H2AC7,0,0,1,0
H2BC7,0.494241416,0.841310797,0.373307661,-0.347069381
RPS10P1,0.037224089,0,0.422649731,0.037224089
H4C5,0.688786506,1.499332949,0.154742152,-0.810546443
H2BC8,1.023533358,1.203879854,0.590258197,-0.180346496
H2AC8,0.861426153,1.366835896,0.20298214,-0.505409743
H3C5P,0,0.041039123,0.422649731,-0.041039123
H3C6,1.986926821,1.618276373,0.133469916,0.368650448
H2AC9P,0,0,1,0
H1-3,0.072904334,0.213200427,0.190794057,-0.140296093
H4C6,0.189467138,0.132984717,0.820540268,0.05648242
H4C7,0,0.032677999,0.422649731,-0.032677999
H3C7,0.109971493,0.182602376,0.39699921,-0.072630883
H2BC9,1.835538065,2.129973266,0.19519778,-0.294435201
H3C8,0.071772693,0,0.422649731,0.071772693
H2BC10,0.075056475,0,0.183530233,0.075056475
H4C8,1.278186065,1.58575473,0.21187834,-0.307568665
H3C9P,0,0.144064388,0.249982421,-0.144064388
BTN3A2,5.291360953,5.56988348,0.030622384,-0.278522527
BTN2A2,4.710827855,4.953641191,0.02275901,-0.242813336
BTN3A1,5.10623001,5.286250747,0.021847066,-0.180020737
BTN2A3P,2.85019832,2.995100463,0.556008562,-0.144902142
BTN3A3,4.523054798,4.540389272,0.764281917,-0.017334474
BTN2A1,5.472494581,5.870662312,0.017852094,-0.398167732
BTN1A1P1,0,0,1,0
BTN1A1,0,0,1,0
RNU6-502P,0,0,1,0
HCG11,2.890914927,2.442861346,0.006335769,0.448053581
HMGN4,6.251907033,5.902818122,0.001261709,0.34908891
LOC105374988,0,0.036849188,0.422649731,-0.036849188
ABT1,4.966199374,4.988919346,0.732687972,-0.022719972
LOC105374989,0,0.06327605,0.422649731,-0.06327605
ZNF322,3.594039694,3.555793024,0.830281225,0.03824667
GUSBP2,0.741534127,0.467569147,0.319284133,0.273964981
LINC00240,0.385512849,0.520219234,0.538054847,-0.134706386
VN1R12P,0,0,1,0
VN1R13P,0,0,1,0
VN1R11P,0,0,1,0
RNU2-62P,0,0,1,0
H2BC11,2.586794318,2.458363348,0.403520629,0.12843097
H2AC11,1.560156382,1.708299343,0.355886678,-0.148142961
H4C9,0.075422889,0.254105857,0.459092496,-0.178682968
H2BC12,4.057169181,4.17023638,0.607927287,-0.1130672
H2AC12,0.216150696,0.64023217,0.036743401,-0.424081473
MIR3143,0,0.041039123,0.422649731,-0.041039123
RPL10P2,0,0,1,0
PRSS16,1.445019835,1.82170043,0.247551759,-0.376680596
LOC442172,0,0,1,0
POM121L2,0,0.032677999,0.422649731,-0.032677999
ZNF391,2.098295132,1.634490277,0.136177548,0.463804855
ZNF184,3.881124688,3.627784041,0.099043536,0.253340647
CD83P1,0,0,1,0
RNU6-471P,0,0,1,0
LINC01012,1.018503535,1.403273265,0.036129375,-0.384769729
H2BC13,0.395049257,0.882248737,0.179293873,-0.48719948
H2AC13,0.456324788,0.571963682,0.617032268,-0.115638893
H3C10,1.233044455,1.123816725,0.387416959,0.10922773
H2AC14,0.235536838,0.508179649,0.183522895,-0.272642811
H2BC14,0.299183117,0.11056631,0.340258167,0.188616806
H4C11,0.111417783,0.041039123,0.414026054,0.07037866
H4C12,0.177590154,0.100125239,0.520325235,0.077464916
H2BC15,1.122951487,1.868094811,0.045443682,-0.745143324
H2AC15,0.111417783,0.09204316,0.871994049,0.019374623
H2BC16P,0,0,1,0
H2AC16,0.473151162,0.324594474,0.579809472,0.148556687
H1-5,0.720410513,0.858953748,0.730056087,-0.138543236
H3C11,0.280206473,0.34346692,0.661175851,-0.063260446
H4C13,0.075056475,0.134350685,0.496495946,-0.05929421
H3C12,0.211620337,0.563825961,0.068932497,-0.352205624
H2AC17,0.037224089,0,0.422649731,0.037224089
H2BC17,0.465559652,1.039408998,0.082602831,-0.573849346
RNU7-26P,0,0,1,0
OR2B2,0,0,1,0
OR2W6P,0.071772693,0,0.422649731,0.071772693
OR2B6,0.183190476,0.144878602,0.818904478,0.038311873
RPLP2P1,0,0,1,0
OR2W4P,0,0,1,0
OR2W2P,0,0,1,0
OR2B7P,0,0,1,0
OR2B8P,0,0,1,0
OR1F12,0,0,1,0
ZNF165,1.034315083,1.168673579,0.493012442,-0.134358496
ZSCAN16-AS1,1.902282133,1.98443765,0.467537064,-0.082155516
ZSCAN16,2.771538944,2.685168683,0.774854532,0.086370261
ZKSCAN8,6.337912035,6.054715899,0.005145862,0.283196136
ZKSCAN8P1,0.769438464,1.123816725,0.208101447,-0.354378261
ZNF603P,0,0,1,0
ZKSCAN8P2,0,0,1,0
ZSCAN9,3.76611537,3.492557776,0.190722318,0.273557594
ZKSCAN4,3.365007571,3.546206757,0.370197468,-0.181199186
NKAPL,0,0,1,0
ZSCAN26,4.119467303,4.015854183,0.128664303,0.10361312
PGBD1,4.466515752,4.514495427,0.69839263,-0.047979675
ZSCAN31,4.112532314,3.906044183,0.346812189,0.206488131
ZKSCAN3,3.432152084,3.53548964,0.223361073,-0.103337556
ZSCAN12,4.113570075,4.246586919,0.149172933,-0.133016844
RNU2-45P,0,0,1,0
ZSCAN23,1.868027836,1.902411631,0.923763108,-0.034383795
GPX6,0,0,1,0
GPX5,0,0,1,0
ZBED9,0.838310459,0.830861435,0.980793598,0.007449024
ZBED9-AS1,0,0,1,0
LINC00533,0,0,1,0
RPSAP2,0,0,1,0
LINC01623,0,0,1,0
RPL13P,0,0,1,0
HCG14,0,0,1,0
TRIM27,3.870287801,3.900589052,0.857345888,-0.030301252
RNU6-930P,0,0,1,0
KRT18P1,0,0.036849188,0.422649731,-0.036849188
RN7SL471P,0,0,1,0
ZNF311,0.746586053,0.214028223,0.004633726,0.532557831
OR2AD1P,0,0,1,0
OR2W1,0,0,1,0
OR2P1P,0,0,1,0
OR2B3,0,0,1,0
OR2J1,0,0,1,0
OR2J3,0,0,1,0
OR2J2,0,0,1,0
OR2J4P,0,0,1,0
LOC101929006,0,0,1,0
OR2G1P,0,0,1,0
OR2U1P,0,0,1,0
OR2U2P,0,0,1,0
OR14J1,0,0,1,0
OR5V1,0,0,1,0
OR12D3,0,0,1,0
OR12D2,0,0,1,0
OR12D1,0,0,1,0
OR11A1,0,0,1,0
OR10C1,0,0,1,0
OR2H1,0,0,1,0
MAS1LP1,0,0,1,0
MAS1L,0,0,1,0
RPS17P1,0,0,1,0
LINC02829,0,0,1,0
LINC01015,0,0,1,0
UBD,0,0,1,0
GABBR1,2.463355648,2.764118049,0.233269666,-0.300762401
TMEM183AP1,0,0,1,0
SNORD32B,0,0,1,0
RPL13AP,0,0,1,0
OR2H2,0,0,1,0
MOG,0,0,1,0
ZFP57,0,0,1,0
ZDHHC20P1,0,0,1,0
HLA-F,1.561465789,2.216795205,0.041803481,-0.655329416
HLA-F-AS1,0.714147766,0.977440964,0.352890022,-0.263293198
RPL23AP1,0,0,1,0
IFITM4P,0,0,1,0
HLA-V,0,0,1,0
RPL7AP7,0,0,1,0
HLA-G,0.075422889,0.371036561,0.067735696,-0.295613671
HCP5B,0,0,1,0
MCCD1P1,0.072904334,0,0.422649731,0.072904334
HLA-K,0.181602092,0.135703263,0.710115423,0.045898829
HLA-A,8.002284713,8.358524871,0.004940272,-0.356240158
HCG9,0,0,1,0
ZNRD1ASP,1.015524647,1.389298123,0.073926453,-0.373773476
HLA-J,0.215107892,0.213200427,0.976719693,0.001907465
POLR1H,2.630495916,2.709396554,0.794312821,-0.078900638
PPP1R11,3.302968752,3.343450824,0.415293354,-0.040482072
RNF39,0,0,1,0
TRIM31,0,0,1,0
TRIM31-AS1,0,0,1,0
TRIM40,0,0,1,0
TRIM10,0,0,1,0
TRIM15,0,0,1,0
TRIM26,4.328652878,4.330344854,0.986184745,-0.001691976
PAIP1P1,0,0,1,0
HCG17,0,0,1,0
TRIM26BP,0,0,1,0
HLA-L,0.075056475,0,0.183530233,0.075056475
HCG18,2.268997571,2.26206891,0.962767876,0.00692866
TRIM39,0.202195692,0.071074635,0.489592748,0.131121058
TRIM39-RPP21,0,0,1,0
RPP21,0,0,1,0
HLA-E,5.83187104,6.134821035,0.00962931,-0.302949995
GNL1,5.658930853,5.887136429,0.082385569,-0.228205575
PRR3,2.173961833,2.220253647,0.80366294,-0.046291814
ABCF1,6.756750902,6.854168514,0.019290401,-0.097417612
MIR877,0,0,1,0
PPP1R10,4.938538409,5.086208265,0.256756106,-0.147669856
MRPS18B,4.912142551,5.110627329,0.049755143,-0.198484778
ATAT1,3.102665611,3.22284393,0.314170211,-0.120178318
C6orf136,2.303290764,2.679322227,0.190917737,-0.376031463
DHX16,5.421405105,5.640925454,0.020834277,-0.219520349
PPP1R18,2.983984939,3.177410689,0.220519927,-0.19342575
NRM,1.909906455,2.514685836,0.101400213,-0.604779381
RPL7P4,0,0,1,0
MDC1,4.290294511,4.251551097,0.752444656,0.038743414
MDC1-AS1,0,0,1,0
TUBB,8.192004194,8.287526829,0.047711816,-0.095522635
FLOT1,6.317460939,6.470631493,0.065680126,-0.153170554
IER3-AS1,0,0,1,0
IER3,2.239053895,2.844471192,0.084049292,-0.605417297
RN7SL353P,0,0,1,0
HCG20,0,0.06327605,0.422649731,-0.06327605
LINC00243,0,0,1,0
LINC02570,0,0,1,0
RN7SKP186,0,0,1,0
DDR1,5.153465157,5.60776261,0.004646988,-0.454297454
MIR4640,0,0,1,0
GTF2H4,0,0,1,0
VARS2,3.811821184,3.863701303,0.689773192,-0.051880119
SFTA2,0.072904334,0,0.422649731,0.072904334
MUCL3,0,0,1,0
MUC21,0,0,1,0
MUC22,0,0,1,0
HCG22,0,0,1,0
C6orf15,0,0,1,0
PSORS1C1,1.154826301,1.129262819,0.912797833,0.025563482
CDSN,0,0,1,0
PSORS1C2,0,0,1,0
POLR2LP1,0,0,1,0
CCHCR1,4.566100493,4.817749797,0.184586008,-0.251649304
TCF19,4.201446202,4.400335919,0.314978881,-0.198889717
POU5F1,0.037832386,0,0.422649731,0.037832386
HCG27,0,0,1,0
HLA-C,2.81896921,3.337764981,0.007832648,-0.518795771
HLA-B,4.566903896,5.418981876,0.006507955,-0.852077981
USP8P1,0,0,1,0
RPL3P2,0.037224089,0,0.422649731,0.037224089
WASF5P,0,0,1,0
LINC02571,0,0,1,0
MIR6891,0,0,1,0
RNU6-283P,0,0,1,0
ZDHHC20P2,0,0,1,0
MICA,3.403435841,3.535801088,0.432404065,-0.132365248
HCP5,0.076031186,0.190260768,0.390245651,-0.114229582
LINC01149,0,0,1,0
MICB,3.712554522,3.635594861,0.542675546,0.076959661
RPL15P4,0,0,1,0
MCCD1,0,0,1,0
DDX39B,0,0,1,0
ATP6V1G2-DDX39B,0,0,1,0
SNORD117,0,0,1,0
SNORD84,0,0,1,0
DDX39B-AS1,0,0,1,0
ATP6V1G2,0,0,1,0
NFKBIL1,2.060671348,1.92542218,0.59637171,0.135249168
LTA,0,0,1,0
TNF,0.304704307,0.06327605,0.439704062,0.241428256
LTB,0.0381988,0.338930862,0.004558622,-0.300732061
LST1,0,0.073717122,0.18870519,-0.073717122
NCR3,0,0.166301315,0.205872691,-0.166301315
UQCRHP1,0,0,1,0
AIF1,0,0.036849188,0.422649731,-0.036849188
